vin,model_version_id,marker_name,int_value,decimal_value,text_value,datetime_active_from,datetime_active_until,report_dt,ctl_loading,market_price,year_production,engine_power,max_recorded_mileage,market_prices_accidents_count,registration_actions_count,brand,weight_max,model,engine_volume,weight_netto,engine_model,has_pts_duplicate,body_style,owner_types_count,body_color,drive_type,reg_action_types_count,used_in_taxi,shap_year_production,shap_engine_power,shap_max_recorded_mileage,shap_market_prices_accidents_count,shap_registration_actions_count,shap_brand,shap_weight_max,shap_model,shap_engine_volume,shap_weight_netto,shap_engine_model,shap_has_pts_duplicate,shap_body_style,shap_owner_types_count,shap_body_color,shap_drive_type,shap_reg_action_types_count,shap_used_in_taxi,shap_sum,expected_value,shap_diff,datetime_published
JMBSTCY3A8U006883,349653,ER01,,874897.9122730177,,2026-07-01,2026-07-30,2026-06-30,171218714,874897.9122730177,2008,143.0,209025.0,0,0,14,1850,140007,1798.0,1410,59,0,2,0,3,1,0,0,52575.72151091178,-1010860.2610939821,38016.617883620434,56377.85925388272,-40081.55300815069,74119.13787960059,38360.2499664022,2069.493027855088,67.17920168729499,-119731.48442659322,-11914.519695808296,-39029.732665494725,-11607.70942630292,-15482.202757310977,4968.186838511627,5579.747061553635,44175.27017426511,4338.729980230839,-928059.2702951218,-0.6924318616225875,1802957.8750000012,2026-06-30
MMCJNKB40BDZ18177,349653,ER01,,1684574.9771160781,,2026-07-01,2026-07-30,2026-06-30,171218714,1684574.9771160781,2011,136.0,150099.0,0,0,14,2850,140006,2477.0,1955,94,0,5,0,4,2,0,0,67352.25176140988,-816984.4628976658,45026.98801396041,73472.84212406077,95669.42216307532,-78555.87229136232,32070.924450818347,32045.851389330703,41255.658176041354,-38829.963095636595,-19225.619236094535,342220.4202603902,28488.12987004801,27230.743969056,7677.531990506642,10413.017801047712,26914.1781844764,5375.75191447693,-118382.2054520605,-0.6924318616225875,1802957.8750000002,2026-06-30
Z8TXTCW5WCM902695,349653,ER01,,1520558.2533867639,,2026-07-01,2026-07-30,2026-06-30,171218714,1520558.2533867639,2012,170.0,150099.0,0,0,14,2070,140001,2360.0,1555,31,0,1,0,2,1,0,0,57536.70991745935,-852136.3223983363,44388.81333282441,6132.713559104735,96782.21758822314,141544.84583648245,29130.831348435546,-1271.6056403136429,84263.80434939623,-49744.41764171349,-9007.199382140525,119316.93317890076,8531.848200853414,-8950.384905349052,3877.2616047553724,9441.355983853777,31977.227930846406,5786.437955344127,-282398.92918137327,-0.6924318616225875,1802957.8749999988,2026-06-30
Z8TGUKS10JM003242,349653,ER01,,3256627.5793103874,,2026-07-01,2026-07-30,2026-06-30,171218714,3256627.5793103874,2018,181.0,96252.0,0,0,14,2710,140004,2442.0,2095,272,0,1,0,3,2,0,0,48726.716360151135,194799.66102963753,56389.34464342441,61588.01006925647,26791.988522808628,232529.53049334013,6009.804302524783,-9798.392371996966,31761.50065870869,59358.00170324159,-9799.541919239095,618672.328792514,35847.47796329842,31917.90461862747,2411.2762471598335,9356.92264772332,49848.634109193415,7259.228871877199,1453670.3967422512,-0.6924318616225875,1802957.8749999977,2026-06-30
MMCJNKB40CDZ06745,349653,ER01,,1684574.9771160781,,2026-07-01,2026-07-30,2026-06-30,171218714,1684574.9771160781,2011,136.0,150099.0,0,0,14,2850,140006,2477.0,1955,94,0,5,0,4,2,0,0,67352.25176140988,-816984.4628976658,45026.98801396041,73472.84212406077,95669.42216307532,-78555.87229136232,32070.924450818347,32045.851389330703,41255.658176041354,-38829.963095636595,-19225.619236094535,342220.4202603902,28488.12987004801,27230.743969056,7677.531990506642,10413.017801047712,26914.1781844764,5375.75191447693,-118382.2054520605,-0.6924318616225875,1802957.8750000002,2026-06-30
Z8TXTGF2WKM037610,349653,ER01,,2747319.988947777,,2026-07-01,2026-07-30,2026-06-30,171218714,2747319.988947777,2019,145.5,96252.0,0,0,14,2060,140001,1998.0,1570,31,0,1,0,1,2,0,0,77682.46589573416,168319.1390779373,50707.55132682961,34215.81930265972,106959.58633028959,80179.19425162341,40313.47819645974,-5528.37782655469,48001.71467602442,41243.401556238525,11638.57365304135,182067.57260494574,40444.42267913943,15019.555445737587,-415.93744005730036,9165.451973855956,36875.831552625394,7473.363123108267,944362.8063796383,-0.6924318616225875,1802957.8750000005,2026-06-30
JMBSNCS3A7U020340,349653,ER01,,695948.5533638597,,2026-07-01,2026-07-30,2026-06-30,171218714,695948.5533638597,2007,98.0,209025.0,0,0,14,1750,140002,1584.0,1320,112,0,2,0,2,1,0,0,54353.29542655012,-945372.9564925723,32197.795747875807,19011.82578926692,-27145.609426609164,-128376.24995011183,31805.376292028857,-4528.527483637997,-5985.307646336206,-104838.47917660898,-4753.235605104504,-60203.7797198193,4751.303831796332,-11903.17639361831,-1031.9661883196925,5498.885404899211,35027.27224880701,4484.904137235472,-1107008.629204279,-0.6924318616225875,1802957.8750000002,2026-06-30
JMBSRCY2ABU003010,349653,ER01,,871216.2521234751,,2026-07-01,2026-07-30,2026-06-30,171218714,871216.2521234751,2010,109.0,150099.0,0,0,14,1750,140002,1499.0,1350,112,0,2,0,2,1,0,0,63518.41718714373,-850750.2990037363,34634.14238576425,21324.466293260928,-32208.364517122405,-111389.3494144202,39599.72826689659,-4405.382317878974,-5422.215813870681,-48851.26396735737,-1069.0781993877158,-63659.45100300023,-5820.773811522912,-14668.34478546131,-668.7721431930208,6282.5469054613695,36605.99907711759,5207.064416643877,-931740.9304446629,-0.6924318616225875,1802957.8749999995,2026-06-30
JMBLYV78W1J004873,349653,ER01,,747761.9697388709,,2026-07-01,2026-07-30,2026-06-30,171218714,747761.9697388709,2000,165.0,249370.0,0,0,14,2810,140005,3200.0,2185,179,0,1,0,2,2,0,0,18559.421240644693,-1416201.751597132,47845.33761127588,68949.45444128117,51025.2001953642,128766.8087370869,-14772.695722712762,11900.822162145496,-8981.354395135804,-237860.95967990725,-67751.2527826684,271934.1743334676,38794.31014519613,23082.339246516,-757.1410115089769,9188.494779641305,16820.44522994228,4263.134237236308,-1055195.2128292674,-0.6924318616225875,1802957.8749999998,2026-06-30
Z8TGUKS10JM011138,349653,ER01,,3428534.378998697,,2026-07-01,2026-07-30,2026-06-30,171218714,3428534.378998697,2019,181.0,96252.0,0,0,14,2710,140004,2442.0,2095,272,0,1,0,3,2,0,0,64759.324682927276,352890.81249406456,55953.98978343419,55199.46734080566,14616.546317282524,241004.1651876635,16620.543698523554,-13785.113463515718,34240.56916951844,59064.050997600396,-18877.920188661163,655027.7335422052,23951.892629763955,31879.44297689094,2965.1073804124767,9356.92264772332,33389.328944431996,7320.332289487312,1625577.1964305586,-0.6924318616225875,1802957.8749999998,2026-06-30
JMYSRCS1A5U789373,349653,ER01,,590920.0139604211,,2026-07-01,2026-07-30,2026-06-30,171218714,590920.0139604211,2005,82.0,209025.0,0,0,14,1750,140002,1299.0,1300,115,0,2,0,4,1,0,0,49406.478092609264,-1048870.168389749,29432.297933196136,23392.627460692987,12467.240867914652,-151987.57024371147,14857.320614428569,-5967.46368806702,-14397.443039950698,-102997.56400873241,-14835.137317928722,-50845.00391889709,2456.4394956450014,-9026.494726709261,6725.9968515545,4723.901660786255,39306.019231884464,4121.35451731629,-1212037.1686077176,-0.6924318616225875,1802957.8750000002,2026-06-30
MMCJYKB40FDZ23102,349653,ER01,,2065251.845431596,,2026-07-01,2026-07-30,2026-06-30,171218714,2065251.845431596,2014,178.0,150099.0,0,0,14,2850,140006,2477.0,1955,94,0,5,0,4,2,0,0,57752.39069203004,-633554.1954634243,51848.39835206077,77816.949107522,62909.55096500079,186899.08039388066,7529.918207413928,9540.484927530875,40274.43389979525,-59098.1889254402,-15055.360296040706,412058.84827412805,9841.06497223455,25165.800730516716,8571.54782519655,9507.846487854587,4710.652867858835,5575.4398453389795,262294.66286345734,-0.6924318616225875,1802957.8750000005,2026-06-30
Z8TXTGF2WKM024733,349653,ER01,,2747319.988947777,,2026-07-01,2026-07-30,2026-06-30,171218714,2747319.988947777,2019,146.0,96252.0,0,0,14,2060,140001,1998.0,1570,31,0,1,0,1,2,0,0,77682.46589573416,168319.1390779373,50707.55132682961,34215.81930265972,106959.58633028959,80179.19425162341,40313.47819645974,-5528.37782655469,48001.71467602442,41243.401556238525,11638.57365304135,182067.57260494574,40444.42267913943,15019.555445737587,-415.93744005730036,9165.451973855956,36875.831552625394,7473.363123108267,944362.8063796383,-0.6924318616225875,1802957.8750000005,2026-06-30
JMBXTGF3WDZ007568,349653,ER01,,1541735.855583934,,2026-07-01,2026-07-30,2026-06-30,171218714,1541735.855583934,2012,167.0,150099.0,0,0,14,2070,140001,2360.0,1555,31,0,1,0,2,2,0,0,55852.03945957176,-856767.1154960521,45092.51540340245,10019.361647692238,101892.47260284623,142336.2759387939,29899.733684506064,-2414.433210836652,68297.1537981016,-44738.08441385325,-6174.549786484375,119919.89303458837,9458.129652998125,14819.73455661105,4316.1341117659,9273.709368000547,31998.783752826737,5696.918911318526,-261221.32698420284,-0.6924318616225875,1802957.8749999986,2026-06-30
JMBXTCW5W8Z016164,349653,ER01,,1447423.4361252785,,2026-07-01,2026-07-30,2026-06-30,171218714,1447423.4361252785,2008,170.0,209025.0,0,0,14,2290,140001,2360.0,1660,63,0,1,0,2,4,0,0,53982.25943846238,-1056874.0239976752,45776.61510309106,42778.13832096038,69495.16466453174,152213.8857231741,45815.99168735989,-2633.720046303633,43095.918595093775,-95570.80749169254,-12809.984871269207,157037.39022035289,16515.06240203242,99191.07512512717,5429.77332461643,8333.321359522606,67950.63599278465,4739.558006972512,-355533.7464428585,-0.6924318616225875,1802957.8749999986,2026-06-30
Z8TXLGF4WKM023195,349653,ER01,,3249325.658255337,,2026-07-01,2026-07-30,2026-06-30,171218714,3249325.658255337,2019,227.0,96252.0,0,0,14,2060,140001,2998.0,1570,31,0,1,0,1,2,0,0,92358.94720957492,283190.73432687216,60871.49309173603,19567.480834132515,223701.65378253083,510317.60767802777,4437.650295850785,-15335.024648938634,23951.739301235644,54854.22292601759,5938.764349726437,102525.64602638847,8959.661934139081,21321.453267428988,-4125.794717103797,14548.54658140871,32791.90748765154,6491.785960519169,1446368.475687198,-0.6924318616225875,1802957.8750000002,2026-06-30
4A3AA46G93E172514,349653,ER01,,489528.02998521924,,2026-07-01,2026-07-30,2026-06-30,171218714,489528.02998521924,2003,144.0,249370.0,0,0,14,1985,140010,2351.0,1650,293,0,2,0,2,1,0,0,32712.72694101516,-1329600.6793221068,38280.00384542474,56399.68092007843,19447.28873869223,94777.6565051704,4791.300359183742,406.85767914070374,-39137.330152763214,-179426.00197843998,-48636.18008451152,11336.87110113004,-3798.247856876861,-17225.85397072406,378.09959459096325,8619.317210139956,32711.31863918815,4534.019248750878,-1313429.152582917,-0.6924318616225875,1802957.8749999977,2026-06-30
JMBXTCW5W8Z012958,349653,ER01,,1219459.1290922165,,2026-07-01,2026-07-30,2026-06-30,171218714,1219459.1290922165,2008,170.0,209025.0,0,0,14,2290,140001,2360.0,1660,63,0,1,0,2,2,0,0,52890.42344716288,-1085329.2787262888,45662.68782756721,31806.18186733554,73223.64632849391,132689.1770809889,35822.81807920381,-2094.2696741088607,35567.37518876852,-120936.77613958402,-14162.247831627106,134752.82601171546,17249.010358343734,27766.660290805507,3915.4626279669346,8333.321359522606,34605.37042084033,4739.558006972512,-583498.053475921,-0.6924318616225875,1802957.874999999,2026-06-30
JMBXNGA1WCZ016790,349653,ER01,,1198787.3970207255,,2026-07-01,2026-07-30,2026-06-30,171218714,1198787.3970207255,2012,117.0,150099.0,0,0,14,1970,140003,1798.0,1500,59,0,1,0,2,1,0,0,80671.89425805093,-710372.7802395287,37309.17213111948,46431.08322486672,-48917.902738924946,-84429.03318831112,31924.23639073847,1504.6368887096655,-1606.2033200248136,-58692.76747518811,-5886.8096981037825,91609.0016612909,-8788.938465339957,-17344.829500678443,-285.2726639076017,5980.4962911141,31279.808091068146,5444.422805636354,-604169.7855474128,-0.6924318616225875,1802957.875,2026-06-30
Z8TGUKS10HM051624,349653,ER01,,3256627.5793103874,,2026-07-01,2026-07-30,2026-06-30,171218714,3256627.5793103874,2018,181.0,96252.0,0,0,14,2710,140004,2442.0,2095,272,0,1,0,3,2,0,0,48726.716360151135,194799.66102963753,56389.34464342441,61588.01006925647,26791.988522808628,232529.53049334013,6009.804302524783,-9798.392371996966,31761.50065870869,59358.00170324159,-9799.541919239095,618672.328792514,35847.47796329842,31917.90461862747,2411.2762471598335,9356.92264772332,49848.634109193415,7259.228871877199,1453670.3967422512,-0.6924318616225875,1802957.8749999977,2026-06-30
JMBXNGA1WKU017949,349653,ER01,,2292629.912749391,,2026-07-01,2026-07-30,2026-06-30,171218714,2292629.912749391,2019,117.0,96252.0,0,0,14,1970,140003,1590.0,1525,31,0,1,0,1,1,0,0,84271.71218960946,128250.16116344945,42434.36188406347,65875.61713626266,-14377.496713117474,-112968.85478714107,35366.296761652346,1012.0802991622126,49725.837034800556,27497.666901540837,12315.504251854705,131738.03398573076,11079.36348486565,-11545.052960969308,-3868.0332814271087,5892.186546549401,29807.335046172615,7166.011238192937,489672.7301812522,-0.6924318616225875,1802957.8750000005,2026-06-30
TMBAB43T9C9031503,349653,ER01,,1137895.8643581867,,2026-07-01,2026-07-30,2026-06-30,171218714,1137895.8643581867,2008,170.0,209025.0,0,0,14,2290,140001,2360.0,1660,63,0,2,0,2,1,0,0,51491.70931315965,-1083715.2742485942,43926.7115482672,28839.941555536025,70750.86423449303,138719.52816038983,33246.65479343218,-431.5261812839227,20779.780493921673,-125436.23886165021,-19973.01497175144,124846.00199525486,21455.292714406987,-21928.659866824863,3627.7947177467295,9611.624201007759,34333.87900474591,4793.613187793358,-665061.3182099493,-0.6924318616225875,1802957.8749999977,2026-06-30
Z8TXTGF2WLM015328,349653,ER01,,3075731.80844274,,2026-07-01,2026-07-30,2026-06-30,171218714,3075731.80844274,2020,146.0,48340.0,0,0,14,2060,140001,1998.0,1570,31,0,1,0,2,2,0,0,102716.81350914277,347687.8867820068,51718.563918685664,38983.91653900162,115889.48315275909,78825.55684434134,35202.31495011802,-8566.286563608983,57085.23840044906,138412.39601799843,-3039.985136794943,196692.41802075534,47282.95968226643,15381.843634165918,3662.4347145721576,7101.126461531849,40091.73359043862,7646.211356770477,1272774.6258746,-0.6924318616225875,1802957.8750000014,2026-06-30
JMBXNCU2W4U003356,349653,ER01,,756854.3050968051,,2026-07-01,2026-07-30,2026-06-30,171218714,756854.3050968051,2004,136.0,249370.0,0,0,14,2070,140001,1997.0,1640,293,0,1,0,4,2,0,0,46934.34046786164,-1214008.6273118446,39372.69435711195,16865.39257810699,59363.278522801666,-7338.002457510828,21552.67939200213,1858.560821034176,-29903.04254389919,-182936.19674588178,-33109.32776585669,129280.47835182602,27858.83365299561,30901.11798198674,2442.8944509004878,8397.261136254463,31788.720044084508,4576.067596695692,-1046102.8774713309,-0.6924318616225875,1802957.8749999977,2026-06-30
Z8TGUKS10JM007149,349653,ER01,,3428534.378998697,,2026-07-01,2026-07-30,2026-06-30,171218714,3428534.378998697,2019,181.0,96252.0,0,0,14,2710,140004,2442.0,2095,272,0,1,0,3,2,0,0,64759.324682927276,352890.81249406456,55953.98978343419,55199.46734080566,14616.546317282524,241004.1651876635,16620.543698523554,-13785.113463515718,34240.56916951844,59064.050997600396,-18877.920188661163,655027.7335422052,23951.892629763955,31879.44297689094,2965.1073804124767,9356.92264772332,33389.328944431996,7320.332289487312,1625577.1964305586,-0.6924318616225875,1802957.8749999998,2026-06-30
JMBXTGA3WEE716218,349653,ER01,,1277126.4173647743,,2026-07-01,2026-07-30,2026-06-30,171218714,1277126.4173647743,2014,140.0,150099.0,0,0,14,1970,140003,1798.0,1500,59,0,1,0,1,1,0,0,69670.56744828117,-640335.5991734064,38891.65602073613,60899.11497607633,-50318.577472921155,-13736.139090719103,22050.122184056556,1794.6109505790032,1179.4922875029206,-68586.36961409647,-7238.580525276763,62608.372879059454,-5711.80906339548,-20205.964269269058,-2817.406481339543,5384.341512891149,15127.788564634266,5513.6136632437965,-525830.7652033631,-0.6924318616225875,1802957.874999999,2026-06-30
XMCXJZ34A5F073073,349653,ER01,,537384.3527547717,,2026-07-01,2026-07-30,2026-06-30,171218714,537384.3527547717,2005,95.0,209025.0,0,0,14,1460,140009,1332.0,1050,640,0,3,0,3,1,0,0,51534.472393049895,-966681.879645134,29791.34275792116,48676.32608613494,-11329.032008753045,-113873.76429936761,26795.282461020684,-11646.53819509396,-28381.556182998287,-102383.6011772529,-15589.211158836872,-205297.7867057892,-13967.670028282877,-10457.415987633412,7163.092015507582,4107.969069909982,41999.75097233552,3967.3898198956686,-1265572.829813367,-0.6924318616225875,1802957.8750000002,2026-06-30
MMCJNKB40BDZ17946,349653,ER01,,1684574.9771160781,,2026-07-01,2026-07-30,2026-06-30,171218714,1684574.9771160781,2011,136.0,150099.0,0,0,14,2850,140006,2477.0,1955,94,0,5,0,4,2,0,0,67352.25176140988,-816984.4628976658,45026.98801396041,73472.84212406077,95669.42216307532,-78555.87229136232,32070.924450818347,32045.851389330703,41255.658176041354,-38829.963095636595,-19225.619236094535,342220.4202603902,28488.12987004801,27230.743969056,7677.531990506642,10413.017801047712,26914.1781844764,5375.75191447693,-118382.2054520605,-0.6924318616225875,1802957.8750000002,2026-06-30
JMBXNGA1WCZ010575,349653,ER01,,1201605.9273312092,,2026-07-01,2026-07-30,2026-06-30,171218714,1201605.9273312092,2012,117.0,150099.0,0,0,14,1970,140003,1590.0,1500,59,0,1,0,2,1,0,0,81309.93456666413,-755650.9430625424,37002.96067074179,53910.93177666611,-12401.312050962744,-90277.519353472,31612.625309861636,6910.21771318511,-2625.2182049196217,-61465.24345287131,-1302.7604968061228,92804.39759607892,-4721.049967738415,-19223.64193805366,-267.0816452542744,5996.49765986925,31596.930094404168,5439.019548220784,-601351.2552369286,-0.6924318616225875,1802957.8749999995,2026-06-30
JMBXLCW6W8Z003501,349653,ER01,,1364120.932037115,,2026-07-01,2026-07-30,2026-06-30,171218714,1364120.932037115,2008,220.0,209025.0,0,0,14,2290,140001,2998.0,1660,63,0,1,0,2,2,0,0,67633.3459703947,-1152898.231524536,50655.83273258266,34949.69303734101,180380.23809748315,279360.852650482,30662.9706114415,-9370.946353364447,22932.188871499246,-132033.8293243786,-12225.357686241296,105212.16046276427,12970.418914072385,23098.426203158648,5873.246589398586,13886.273558140429,35783.285512512746,4293.181146227796,-438836.25053102116,-0.6924318616225875,1802957.874999998,2026-06-30
X2MGUKS10LM031970,349653,ER01,,4028817.2422368824,,2026-07-01,2026-07-30,2026-06-30,171218714,4028817.2422368824,2021,180.8,48340.0,0,0,14,2775,140004,2442.0,2095,94,0,1,0,3,2,0,0,100428.98443446038,685284.2275272451,56481.328977317804,66588.738215323,38955.5056607527,255664.19825848957,13900.9617060295,-3353.8796052377224,49180.51587805554,166499.3564159506,-19077.282952529506,713869.9492256707,33015.1614276247,24768.037715572438,155.90827746495825,6971.664123188453,29146.789539000096,7379.894844368443,2225860.059668747,-0.6924318616225875,1802957.8749999972,2026-06-30
JMBXTGF2WDZ013445,349653,ER01,,1585106.5098098796,,2026-07-01,2026-07-30,2026-06-30,171218714,1585106.5098098796,2013,146.0,150099.0,0,0,14,2210,140001,1998.0,1570,63,0,1,0,1,2,0,0,68237.43661648022,-811957.807193197,45622.68910891979,40937.62955405154,81475.45598653419,91935.16064604487,27510.981536985517,3864.45060844193,31320.308443769834,-54722.28521118789,-3532.5236543226974,157579.82438003278,33987.017339838065,35883.57722590791,209.78950233283544,9358.089864517315,18874.27226057611,5565.260226016657,-217850.67275825795,-0.6924318616225875,1802957.874999999,2026-06-30
Z8TXTGF3WEM037684,349653,ER01,,1551949.8369756322,,2026-07-01,2026-07-30,2026-06-30,171218714,1551949.8369756322,2014,167.0,150099.0,0,0,14,1985,140001,2360.0,1555,31,0,1,0,1,2,0,0,47520.02175166828,-707128.4444298683,43282.323396815445,20551.02650221909,96191.09257519747,165484.99834318843,13300.019789436059,-6513.970041258231,63698.99909108738,-58596.199521132185,-9154.273858743074,36588.552276345225,8453.384981907624,13910.256461036708,-1428.5714682630792,8368.538054807423,8576.729745835211,5888.17075721567,-251007.34559250477,-0.6924318616225875,1802957.8749999986,2026-06-30
Z8TXTGF2WGM005557,349653,ER01,,1655738.4122160655,,2026-07-01,2026-07-30,2026-06-30,171218714,1655738.4122160655,2015,146.0,96252.0,0,0,14,1985,140001,1998.0,1565,31,0,1,0,1,2,0,0,56386.672062933976,-630667.676112088,44369.97975564646,24870.832253742858,78152.77785734828,95468.766903648,8026.909529322133,-2262.28442814331,50364.164293075395,34934.66774204116,-6131.762499525005,47281.67625749253,23536.7124801922,12490.209044250825,-1890.7629494344253,8966.285932816907,2987.1316230204134,5896.929901586727,-147218.77035207293,-0.6924318616225875,1802957.875,2026-06-30
JMB0RK9605J000819,349653,ER01,,1114284.5002118647,,2026-07-01,2026-07-30,2026-06-30,171218714,1114284.5002118647,2004,170.0,249370.0,0,0,14,2710,140004,2972.0,2115,179,0,1,0,2,2,0,0,48624.50672695702,-1410665.1627530511,48993.4967890311,47786.39044438445,230937.5185533703,142534.0904271747,4482.054509056523,3087.187175505636,2734.3114510517885,-178863.63766678792,-54173.09422388635,327579.5411082916,31243.501255758347,27666.838060536145,3900.88435280086,9764.124180542865,21480.931414103117,4213.835838887092,-688672.682356274,-0.6924318616225875,1802957.8750000005,2026-06-30
JMBXTGA2WDE711455,349653,ER01,,1511369.8689188045,,2026-07-01,2026-07-30,2026-06-30,171218714,1511369.8689188045,2013,150.0,150099.0,0,0,14,1970,140003,1998.0,1500,59,0,1,0,1,2,0,0,70080.56842909499,-738577.7489891129,44067.41742514854,50365.84957228097,75404.25214233628,108172.56660237393,28127.74870023919,-61.87330485732299,12432.19612479472,-54142.55877552794,-4625.153244210137,37472.77986484395,12297.136572775778,31988.11470934535,-1822.8348475092594,9277.536831357691,22391.428311276166,5565.260226016657,-291587.3136493334,-0.6924318616225875,1802957.8749999995,2026-06-30
JMBLNCS3W7U009356,349653,ER01,,792018.6758438945,,2026-07-01,2026-07-30,2026-06-30,171218714,792018.6758438945,2008,98.0,209025.0,0,0,14,1850,140002,1584.0,1410,59,0,1,0,2,1,0,0,68594.12060195467,-912169.0735780842,34030.07501771822,12875.380099851876,-29927.603042577637,-124461.08570160961,35314.40051010585,4012.877537985793,-2883.925684894535,-111069.66040126026,3162.9999678396903,-16468.264973098092,-5799.248260410198,-12123.001410564493,-1843.0987974747088,5200.817917580008,38155.35583612568,4460.427636568769,-1010938.5067242433,-0.6924318616225875,1802957.8749999995,2026-06-30
JMBSNCS3A6U017828,349653,ER01,,645522.924079001,,2026-07-01,2026-07-30,2026-06-30,171218714,645522.924079001,2006,98.0,209025.0,0,0,14,1750,140002,1584.0,1260,115,0,2,0,2,3,0,0,47064.71270255843,-1029625.31736281,33920.823924206765,30206.436585801002,-20435.848441370115,-134888.96472898367,27150.62834352335,-3340.1237868604944,-552.9257716040479,-100952.25729845629,-5751.239504129413,-66428.34909696341,1302.3725778194264,20921.98611583262,-115.24838568872994,4839.951494614865,34977.11670769187,4271.9874356800165,-1157434.2584891377,-0.6924318616225875,1802957.8750000002,2026-06-30
JMBXTGA2WMU000414,349653,ER01,,2912235.6625715774,,2026-07-01,2026-07-30,2026-06-30,171218714,2912235.6625715774,2020,150.0,48340.0,0,0,14,1970,140003,1998.0,1500,59,0,1,0,1,2,0,0,102514.87980796525,334892.9622899124,50944.18748174555,76362.77092236788,105496.31237931743,119022.21579672962,37155.604918504054,-5401.004936119109,5991.9540913645205,133463.57397459727,-8980.303355560956,51753.335420162766,19908.043113996468,27229.552010492516,4182.790617889397,7101.126461531849,40015.69856855518,7624.780439984973,1109278.480003437,-0.6924318616225875,1802957.8750000019,2026-06-30
JMBSNCY4A8U005335,349653,ER01,,841400.3342504185,,2026-07-01,2026-07-30,2026-06-30,171218714,841400.3342504185,2007,150.0,209025.0,0,0,14,1750,140002,1998.0,1320,112,0,2,0,2,1,0,0,46077.37392638977,-1071164.1722995962,40027.63042717224,14802.073412518277,15953.620891304512,133064.88107809794,38876.49035139441,4010.2939619179715,11894.181008807765,-115883.07216885813,-15114.414739191521,-111173.05300836198,7950.440402455896,-12062.370949415068,-700.5607717538181,7805.1019882222945,39424.339501270304,4654.368669905366,-961556.8483177199,-0.6924318616225875,1802957.875,2026-06-30
JMBSNCY1ADU001189,349653,ER01,,1000047.0977008343,,2026-07-01,2026-07-30,2026-06-30,171218714,1000047.0977008343,2012,116.0,150099.0,0,0,14,1750,140002,1590.0,1350,95,0,2,0,4,1,0,0,70505.51894389458,-738684.9659475486,34963.787631768995,30706.79191177751,-8247.476049636138,-112612.45248212281,31531.40618461321,-8061.043805390181,3948.944694062136,-59826.93314335062,-4586.030160864139,-64501.35610290601,-14128.935992818944,-15090.159850609083,6326.899126435207,6367.635870455338,32958.649235992394,5519.635068943034,-802910.0848673042,-0.6924318616225875,1802957.875,2026-06-30
JMBXLCW6W8Z001915,349653,ER01,,1364120.932037115,,2026-07-01,2026-07-30,2026-06-30,171218714,1364120.932037115,2008,220.0,209025.0,0,0,14,2290,140001,2998.0,1660,63,0,1,0,2,2,0,0,67633.3459703947,-1152898.231524536,50655.83273258266,34949.69303734101,180380.23809748315,279360.852650482,30662.9706114415,-9370.946353364447,22932.188871499246,-132033.8293243786,-12225.357686241296,105212.16046276427,12970.418914072385,23098.426203158648,5873.246589398586,13886.273558140429,35783.285512512746,4293.181146227796,-438836.25053102116,-0.6924318616225875,1802957.874999998,2026-06-30
MMEMC71X3LH011882,349653,ER01,,4338943.568495989,,2026-07-01,2026-07-30,2026-06-30,171218714,4338943.568495989,2020,217.5,48340.0,0,0,14,2670,140004,2998.0,2030,94,0,1,0,1,2,0,0,129183.61025818285,662154.7456578211,63690.25093799445,72883.4607103641,185038.75982362917,573294.781115047,-9709.46232495139,-12497.403500918785,30752.88344873625,177366.16200435956,-34039.043436334134,592334.1726383102,17574.27938769018,34892.592768763854,4339.082227331728,12509.410913621534,29489.745853410157,6728.357444793926,2535986.385927852,-0.6924318616225875,1802957.8749999986,2026-06-30
JMBSNCY2A8U000403,349653,ER01,,816030.7181758285,,2026-07-01,2026-07-30,2026-06-30,171218714,816030.7181758285,2007,109.0,209025.0,0,0,14,1750,140007,1584.0,1395,31,0,2,0,6,1,0,0,52066.07131439489,-964763.8350920249,33232.07414565645,36479.06348884629,-25853.235955829216,-102103.07319965154,30713.190474793068,-4930.955334204834,45180.1318343832,-107411.92603838605,3807.3588686665476,-58061.66822790875,15876.403511277369,-9229.932180883963,16962.20188071795,5583.974369893179,40911.4601005539,4616.2316473953515,-986926.4643923112,-0.6924318616225875,1802957.8750000014,2026-06-30
Z8TXTGF3WKM010318,349653,ER01,,2728573.7129581254,,2026-07-01,2026-07-30,2026-06-30,171218714,2728573.7129581254,2019,167.0,96252.0,0,0,14,2060,140001,2360.0,1570,31,0,1,0,1,2,0,0,68445.51087349083,144397.93291633774,51614.76255516946,10195.27745340279,99392.73481021363,161139.96612473886,33953.414523569416,-8976.682730297562,68778.79383787607,37411.82371686673,2334.3096016897484,166751.17730115796,24653.882843806165,13825.974044324945,109.8373820765077,9279.101079197553,34653.56911819072,7655.144938175194,925616.5303899867,-0.6924318616225875,1802957.8750000005,2026-06-30
